date, pm25, pm10, o3, no2, so2, co
2018/12/24, 164, 111, 10, 6, 4, 8
2018/12/25, 166, 110, 8, 3, 4, 9
2018/12/26, 151, 98, 7, 3, 5, 9
2018/12/27, 155, 112, 6, 3, 4, 8
2018/12/28, 158, 104, 8, 3, 5, 8
2018/12/29, 112, 115, 10, 3, 7, 12
2018/12/30, 96, , , , , 
2019/12/31, , 93, 7, 8, 10, 14
2018/12/31, , 150, 4, 3, 4, 14
2018/11/29, , 81, 5, 10, 7, 6
2018/12/14, , 67, 1, 18, 2, 8
